,brand,model,vehicle_age,km_driven,fuel_type,transmission_type,mileage,engine,max_power,seats,Owner_type,selling_price
6958,Hyundai,i10,9,80000,Petrol,Manual,19.81,1086,68.05,5,3,210000
6959,Maruti,Wagon R,6,60000,Petrol,Manual,20.51,998,67.04,5,2,310000
6960,Skoda,Superb,11,50000,Petrol,Automatic,12.6,1798,161.6,5,2,375000
6961,Hyundai,Verna,6,30337,Petrol,Manual,17.1,1591,121.3,5,3,569000
6962,Hyundai,i20,3,39000,Diesel,Manual,22.54,1396,88.73,5,2,625000
6963,Hyundai,Santro,14,40000,Petrol,Manual,17.92,1086,62.1,5,1,95000
6964,Maruti,Vitara,4,40000,Diesel,Manual,24.3,1248,88.5,5,3,810000
6966,Honda,Jazz,5,19000,Diesel,Manual,27.3,1498,98.6,5,1,490000
6967,Maruti,Vitara,5,75000,Diesel,Manual,24.3,1248,88.5,5,1,825000
6968,Hyundai,Verna,5,48000,Diesel,Manual,23.9,1582,126.2,5,1,650000
6969,Tata,Tiago,3,40000,Diesel,Manual,27.28,1047,69.0,5,1,350000
6970,Maruti,Ciaz,6,103000,Diesel,Manual,28.09,1248,88.5,5,1,530000
6971,Honda,WR-V,3,15797,Diesel,Manual,25.5,1498,98.6,5,2,825000
6972,Ford,Ecosport,4,115000,Diesel,Manual,23.0,1498,98.96,5,1,650000
6974,Maruti,Vitara,3,31000,Diesel,Automatic,24.3,1248,88.5,5,1,849000
6975,Honda,Amaze,8,47277,Diesel,Manual,25.8,1498,98.6,5,1,399000
6976,Maruti,Ciaz,5,28963,Diesel,Manual,28.09,1248,88.5,5,2,600000
6977,Maruti,Swift Dzire,4,31000,Petrol,Manual,20.85,1197,83.14,5,1,650000
6978,Maruti,Wagon R,16,29957,Petrol,Manual,18.9,998,67.1,5,1,150000
6979,Maruti,Ertiga,5,44160,Diesel,Manual,24.52,1248,88.5,7,3,670000
6980,Maruti,Swift Dzire,9,55000,Diesel,Manual,19.3,1248,73.9,5,1,325000
6981,Honda,Jazz,6,51000,Petrol,Automatic,19.0,1199,88.7,5,2,560000
6982,Maruti,Swift Dzire,5,23211,Petrol,Manual,20.85,1197,83.14,5,2,535000
6983,Volkswagen,Polo,6,23569,Petrol,Manual,16.2,1199,74.0,5,1,425000
6984,Ford,Ecosport,7,95000,Diesel,Manual,22.7,1498,89.84,5,2,425000
6985,Renault,KWID,4,15000,Petrol,Manual,23.01,999,67.0,5,2,350000
6986,Hyundai,Grand,5,37902,Petrol,Manual,18.9,1197,82.0,5,1,450000
6987,Maruti,Ertiga,9,90000,Diesel,Manual,20.77,1248,88.8,7,1,520000
6990,Hyundai,i10,10,58519,Petrol,Manual,19.81,1086,68.05,5,2,260000
6991,Hyundai,Creta,6,65000,Diesel,Manual,19.67,1582,126.2,5,2,849000
6993,Hyundai,i20,5,50000,Diesel,Manual,21.19,1396,88.73,5,2,550000
6994,Ford,Freestyle,3,30000,Petrol,Manual,19.0,1194,94.68,5,1,630000
6996,Ford,Ecosport,4,11448,Petrol,Manual,17.0,1497,121.36,5,1,700000
6997,Honda,WR-V,4,31031,Diesel,Manual,25.5,1498,98.6,5,1,725000
6998,Hyundai,Grand,4,40813,Petrol,Manual,18.9,1197,81.86,5,1,450000
6999,Maruti,Wagon R,9,37300,Petrol,Manual,18.9,998,67.1,5,1,275000
7000,Volkswagen,Polo,6,47000,Diesel,Manual,20.14,1498,88.8,5,2,450000
7001,Honda,City,13,46252,Petrol,Manual,17.7,1497,78.0,5,2,225000
7002,Hyundai,Grand,2,35000,Diesel,Manual,24.0,1186,73.97,5,3,575000
7003,Maruti,Alto,3,5000,Petrol,Manual,24.7,796,47.3,5,1,300000
7004,Maruti,Swift Dzire,7,33000,Petrol,Manual,19.1,1197,85.8,5,1,395000
7005,Hyundai,i20,5,52000,Diesel,Manual,22.54,1396,88.73,5,2,625000
7006,Honda,City,9,55000,Petrol,Manual,16.8,1497,116.3,5,1,379000
7007,Maruti,Swift,9,76000,Diesel,Manual,22.9,1248,74.0,5,2,425000
7008,Maruti,Swift Dzire,8,90000,Diesel,Manual,23.4,1248,74.0,5,2,370000
7009,Ford,Aspire,4,25000,Diesel,Manual,25.83,1498,99.0,5,2,615000
7010,Maruti,Swift Dzire,9,60000,Diesel,Manual,19.3,1248,73.9,5,1,370000
7012,Maruti,Swift,3,34000,Diesel,Automatic,28.4,1248,74.0,5,2,725000
7013,Maruti,Eeco,8,18000,Petrol,Manual,15.37,1196,73.0,7,1,225000
7014,Hyundai,i10,11,60000,Petrol,Manual,20.36,1197,78.9,5,2,190000
7015,Hyundai,i20,5,64000,Diesel,Manual,22.54,1396,88.73,5,3,535000
7016,Ford,Aspire,3,57350,Diesel,Manual,25.83,1498,99.0,5,1,659000
7017,Hyundai,i10,9,46100,Petrol,Manual,20.36,1197,78.9,5,1,270000
7019,Maruti,Swift Dzire,6,25000,Petrol,Manual,20.85,1197,83.14,5,1,460000
7020,Hyundai,Grand,6,30000,Diesel,Manual,24.0,1120,70.0,5,2,335000
7021,Maruti,Alto,9,21000,Petrol,Manual,19.7,796,46.3,5,2,140000
7022,Maruti,Alto,2,30000,Petrol,Manual,23.95,998,67.05,5,2,350000
7023,Maruti,Alto,3,25000,Petrol,Manual,24.7,796,47.3,5,1,255000
7024,Maruti,Ertiga,5,42000,Diesel,Manual,24.52,1248,88.5,7,1,699000
7025,Maruti,Wagon R,10,120000,Petrol,Manual,18.9,998,67.1,5,1,192000
7026,Ford,Figo,7,61000,Diesel,Manual,20.0,1399,68.05,5,2,420000
7027,Tata,Nexon,2,17000,Diesel,Manual,21.5,1497,108.5,5,2,715000
7028,Maruti,Wagon R,15,64000,Petrol,Manual,21.79,998,67.05,5,1,120000
7029,Hyundai,Creta,1,1500,Petrol,Manual,15.8,1591,121.3,5,3,955000
7030,Hyundai,Creta,2,15000,Petrol,Manual,15.8,1591,121.3,5,1,1200000
7031,Maruti,Swift,13,60000,Petrol,Manual,16.1,1298,88.2,5,1,190000
7032,Maruti,Ertiga,2,40000,Diesel,Manual,24.2,1498,93.87,7,3,950000
7033,Datsun,RediGO,4,21696,Petrol,Manual,22.7,799,53.64,5,1,290000
7034,Hyundai,Santro,13,25000,Petrol,Manual,17.92,1086,62.1,5,1,119000
7035,Hyundai,Elantra,8,67000,Diesel,Manual,14.59,1493,113.42,5,3,575000
7036,Hyundai,Creta,3,40000,Diesel,Manual,20.5,1582,126.2,5,2,1295000
7038,Hyundai,i20,9,70000,Petrol,Manual,17.0,1197,80.0,5,2,300000
7039,Hyundai,Creta,4,58000,Petrol,Manual,13.0,1591,121.3,5,2,1175000
7040,Maruti,Swift,9,66100,Diesel,Manual,22.9,1248,74.0,5,1,275000
7042,Ford,Aspire,5,55000,Petrol,Manual,18.16,1196,86.8,5,3,460000
7043,Hyundai,Verna,8,90000,Diesel,Manual,22.32,1582,126.3,5,1,530000
7044,Hyundai,i20,4,41394,Petrol,Manual,17.0,1197,80.0,5,2,640000
7045,Maruti,Celerio,7,27027,Petrol,Manual,23.1,998,67.04,5,1,370000
7046,Volkswagen,Polo,8,58000,Diesel,Manual,22.07,1199,73.9,5,2,460000
7047,Maruti,Alto,9,76154,Petrol,Manual,19.7,796,46.3,5,2,275000
7049,Maruti,Wagon R,15,120000,Petrol,Manual,18.9,998,67.1,5,2,80000
7050,Mahindra,KUV,3,5000,Petrol,Manual,18.15,1198,82.0,6,3,419000
7051,Hyundai,Verna,11,50111,Diesel,Manual,16.2,1493,110.0,5,1,199000
7052,Hyundai,i10,9,60000,Petrol,Manual,20.36,1197,78.9,5,3,300000
7053,Maruti,Swift Dzire,6,49000,Diesel,Manual,26.59,1248,74.0,5,2,470000
7054,Renault,KWID,3,10000,Petrol,Manual,23.01,999,67.0,5,2,380000
7055,Maruti,Alto,6,22000,Petrol,Manual,22.74,796,47.3,5,1,249000
7056,Toyota,Yaris,2,30000,Petrol,Automatic,17.8,1496,105.5,5,2,950000
7057,Honda,City,12,57720,Petrol,Manual,17.0,1497,118.0,5,1,280000
7058,Hyundai,i20,2,30000,Petrol,Manual,18.6,1197,81.86,5,3,635000
7059,Tata,Tiago,4,10000,Petrol,Manual,23.84,1199,84.0,5,1,425000
7060,Maruti,Swift Dzire,5,40000,Petrol,Manual,20.85,1197,83.14,5,1,500000
7061,Hyundai,Santro,13,74000,Petrol,Manual,17.92,1086,62.1,5,1,150000
7062,Ford,Ecosport,6,90000,Diesel,Manual,22.77,1498,98.59,5,3,565000
7063,Maruti,Swift Dzire,5,70000,Diesel,Manual,26.59,1248,74.0,5,2,570000
7064,Hyundai,i10,12,57000,Petrol,Manual,19.81,1086,68.05,5,1,180000
7065,Maruti,Ciaz,4,62320,Diesel,Manual,28.09,1248,88.5,5,3,675000
7066,Maruti,Alto,6,45000,Petrol,Manual,24.7,796,47.3,5,1,265000
7068,Maruti,Baleno,4,80000,Diesel,Manual,27.39,1248,74.0,5,1,520000
7069,Hyundai,Verna,10,46541,Petrol,Manual,17.43,1396,105.5,5,1,169000
7070,Hyundai,i10,9,56468,Petrol,Manual,20.36,1197,78.9,5,2,268000
7072,Volkswagen,Polo,5,34000,Petrol,Automatic,17.21,1197,103.5,5,1,650000
7073,Honda,Amaze,2,2000,Petrol,Manual,19.5,1199,88.76,5,1,650000
7074,Hyundai,i10,6,15000,LPG,Manual,19.2,1086,68.05,5,1,420000
7076,Maruti,Swift Dzire,10,80000,Petrol,Manual,17.5,1197,85.8,5,1,221000
7077,Hyundai,Santro,12,70521,LPG,Manual,13.45,1086,62.1,5,2,175000
7078,Honda,City,5,55000,Petrol,Manual,17.8,1497,117.3,5,3,624000
7079,Maruti,Baleno,2,10000,Petrol,Automatic,21.4,1197,83.1,5,1,850000
7080,Hyundai,i20,11,50000,Petrol,Manual,18.5,1197,80.0,5,1,245000
7081,Honda,Amaze,5,103000,Diesel,Manual,25.8,1498,98.6,5,3,525000
7082,Hyundai,i20,3,40000,Diesel,Manual,21.19,1396,88.76,5,1,630000
7083,Hyundai,Creta,6,90000,Diesel,Manual,21.38,1396,88.7,5,1,750000
7085,Maruti,Alto,4,28000,Petrol,Manual,24.7,796,47.3,5,2,340000
7086,Ford,Figo,4,83000,Diesel,Manual,24.4,1499,98.96,5,1,650000
7088,Mahindra,KUV,5,32000,Petrol,Manual,18.15,1198,82.0,6,1,385000
7090,Hyundai,Creta,5,16000,Diesel,Manual,19.67,1582,126.2,5,3,851000
7091,Maruti,Swift,9,106600,Petrol,Manual,18.6,1197,85.8,5,1,300000
7092,Maruti,Swift,6,89000,Diesel,Manual,25.2,1248,74.0,5,2,565000
7093,Hyundai,Grand,3,7245,Petrol,Manual,18.9,1197,81.86,5,2,425000
7094,Datsun,GO,3,9600,Petrol,Manual,19.83,1198,67.0,7,1,650000
7096,Maruti,Alto,5,29289,Petrol,Manual,22.74,796,47.3,5,1,239000
7097,Maruti,Swift Dzire,2,27000,Petrol,Manual,22.0,1197,81.8,5,1,550000
7100,Hyundai,Grand,12,59000,Diesel,Manual,24.0,1120,70.0,5,2,210000
7101,Hyundai,Santro,2,20000,Petrol,Manual,20.3,1086,68.0,5,3,480000
7102,Datsun,RediGO,3,50000,Petrol,Manual,22.7,799,53.64,5,1,250000
7104,Hyundai,Grand,2,36000,Petrol,Manual,18.9,1197,81.86,5,2,525000
7105,Volkswagen,Polo,2,12600,Petrol,Manual,16.2,1199,74.0,5,1,625000
7106,Maruti,Swift Dzire,6,120000,Diesel,Manual,26.59,1248,74.0,5,1,450000
7108,Renault,Duster,8,120000,Diesel,Manual,20.45,1461,83.8,5,1,340000
7109,Datsun,RediGO,4,9500,Petrol,Manual,22.7,799,53.0,5,2,300000
7110,Maruti,Swift Dzire,4,70000,Diesel,Manual,26.59,1248,74.0,5,1,590000
7112,Maruti,Eeco,1,8001,Petrol,Manual,15.37,1196,73.0,5,2,425000
7113,Maruti,Ertiga,7,79000,Diesel,Manual,20.77,1248,88.8,7,1,610000
7115,Maruti,Swift,4,48148,Petrol,Manual,18.6,1197,85.8,5,2,520000
7116,Maruti,Wagon R,11,25000,Petrol,Manual,18.9,998,67.1,5,1,190000
7117,Honda,Amaze,5,41200,Petrol,Manual,18.6,1199,88.76,5,3,349000
7118,Maruti,Eeco,5,5000,Petrol,Manual,15.37,1196,73.0,5,1,308000
7119,Honda,City,5,34000,Diesel,Manual,25.1,1498,98.6,5,1,629000
7120,Maruti,Swift Dzire,6,57000,Diesel,Manual,26.59,1248,74.0,5,1,525000
7121,Maruti,Ciaz,4,34000,Petrol,Manual,20.73,1373,91.1,5,2,795000
7122,Hyundai,i20,7,72536,Petrol,Manual,17.0,1197,80.0,5,1,480000
7123,Maruti,Ciaz,6,15000,Petrol,Manual,20.73,1373,91.1,5,2,610000
7124,Maruti,Swift Dzire,6,30000,Petrol,Manual,20.85,1197,83.14,5,2,420000
7125,Volkswagen,Vento,8,44000,Diesel,Manual,20.54,1598,103.6,5,2,365000
7127,Hyundai,Creta,5,24000,Petrol,Manual,15.29,1591,121.3,5,1,750000
7128,Maruti,Ertiga,9,90000,Diesel,Manual,20.77,1248,88.76,7,1,350000
7129,Hyundai,i10,9,38452,Petrol,Manual,20.36,1197,78.9,5,2,219000
7130,Hyundai,i20,8,34000,Diesel,Manual,21.9,1396,88.76,5,2,325000
7131,Maruti,Swift,9,66001,Diesel,Manual,22.9,1248,74.0,5,2,275000
7132,Maruti,Wagon R,13,28640,Petrol,Manual,18.9,998,67.1,5,2,166000
7134,Mahindra,Bolero,3,30000,Diesel,Manual,16.5,1493,70.0,7,3,750000
7135,Maruti,Baleno,5,50000,Petrol,Manual,21.4,1197,83.1,5,1,575000
7136,Ford,Ecosport,3,36000,Diesel,Manual,23.0,1498,98.96,5,1,825000
7138,Hyundai,i20,10,66692,Petrol,Manual,17.0,1197,80.0,5,1,310000
7139,Maruti,Alto,5,8230,Petrol,Manual,20.92,998,67.1,5,2,270000
7140,Renault,KWID,5,35000,Petrol,Manual,25.17,799,53.3,5,1,244000
7141,Maruti,Swift Dzire,7,120000,Diesel,Manual,23.4,1248,74.0,5,1,440000
7142,Hyundai,Creta,6,66500,Diesel,Manual,19.67,1582,126.2,5,2,750000
7143,Ford,Freestyle,3,30000,Petrol,Manual,19.0,1194,94.68,5,2,630000
7144,Maruti,Alto,4,7000,Petrol,Manual,23.95,998,67.05,5,1,300000
7145,Maruti,Wagon R,9,60000,CNG,Manual,26.2,998,58.2,5,1,215000
7146,Maruti,Swift Dzire,9,25000,Petrol,Manual,19.1,1197,85.8,5,2,540000
7147,Mahindra,XUV300,1,2000,Diesel,Manual,20.0,1497,115.0,5,2,800000
7148,Maruti,Swift Dzire,8,58000,Diesel,Manual,23.4,1248,74.0,5,1,420000
7149,Maruti,Celerio,4,38963,Petrol,Manual,21.63,998,67.04,5,2,425000
7150,Datsun,GO,6,30000,Petrol,Manual,20.63,1198,67.0,5,1,276000
7151,Ford,Freestyle,3,63001,Diesel,Manual,23.8,1499,98.97,5,2,600000
7153,Maruti,Swift,7,57351,Diesel,Manual,22.9,1248,74.0,5,1,450000
7154,Skoda,Superb,8,69000,Diesel,Automatic,17.2,1968,138.1,5,2,649000
7156,Maruti,Wagon R,3,9450,Petrol,Automatic,20.51,998,67.0,5,2,412000
7157,Mahindra,Scorpio,5,20000,Diesel,Manual,15.4,1997,120.0,7,1,879000
7158,Maruti,Swift Dzire,5,78051,Petrol,Manual,20.85,1197,83.14,5,1,625000
7159,Hyundai,Creta,2,19000,Petrol,Manual,13.0,1591,121.3,5,1,1075000
7160,Honda,Amaze,7,46000,Petrol,Manual,18.0,1198,86.7,5,1,480000
7161,Maruti,Ertiga,9,90000,Diesel,Manual,20.77,1248,88.76,7,2,450000
7162,Hyundai,i20,10,70000,Diesel,Manual,21.9,1396,90.0,5,2,200000
7163,Maruti,Celerio,5,35887,Petrol,Automatic,23.1,998,67.04,5,2,390000
7164,Honda,Jazz,11,68000,Petrol,Manual,16.0,1198,90.0,5,1,230000
7165,Maruti,Celerio,7,32000,Petrol,Manual,23.1,998,67.04,5,3,425000
7166,Volkswagen,Polo,7,59000,Diesel,Manual,20.14,1498,88.5,5,2,490000
7167,Hyundai,Verna,3,33000,Diesel,Manual,22.0,1582,126.2,5,2,1090000
7168,Maruti,Wagon R,9,12000,Petrol,Manual,18.9,998,67.1,5,1,265000
7169,Renault,KWID,4,70000,Petrol,Manual,23.01,999,67.0,5,2,345000
7170,Honda,City,6,35000,Petrol,Manual,17.4,1497,117.6,5,1,600000
7171,Maruti,Wagon R,7,40000,Petrol,Manual,20.51,998,67.04,5,2,300000
7173,Volkswagen,Vento,6,43000,Petrol,Manual,15.04,1598,103.2,5,1,489000
7174,Hyundai,Grand,3,30000,Petrol,Manual,18.9,1197,81.86,5,2,525000
7175,Datsun,GO,3,9605,Petrol,Manual,19.83,1198,67.0,7,1,530000
7179,Honda,Civic,15,82000,Petrol,Manual,13.5,1799,130.0,5,2,89000
7180,Ford,Ecosport,7,78409,Petrol,Automatic,16.5,1499,110.0,5,3,560000
7181,Tata,Nexon,2,25000,Diesel,Manual,21.5,1497,108.5,5,2,750000
7182,Hyundai,i10,11,80000,Petrol,Manual,20.36,1197,78.9,5,1,160000
7183,Honda,Amaze,4,80000,Petrol,Manual,17.8,1198,86.7,5,3,440000
7184,Maruti,Baleno,3,33100,Petrol,Manual,21.4,1197,83.1,5,1,515000
7185,Hyundai,Verna,10,50000,Petrol,Automatic,15.74,1591,121.3,5,1,450000
7186,Maruti,Alto,2,5000,Petrol,Manual,23.95,998,67.05,5,2,420000
7189,Ford,Aspire,5,37000,Petrol,Manual,18.16,1196,86.8,5,1,380000
7190,Hyundai,i10,12,34402,Petrol,Manual,19.81,1086,68.05,5,1,240000
7191,Maruti,Wagon R,14,42125,LPG,Manual,17.3,1061,57.5,5,3,120000
7193,Renault,KWID,3,21400,Petrol,Manual,23.01,999,67.0,5,2,365000
7194,Hyundai,Grand,4,30000,Petrol,Automatic,18.9,1197,81.86,5,1,575000
7195,Honda,Amaze,3,36951,Diesel,Manual,24.7,1498,98.63,5,1,780000
7196,Maruti,Swift Dzire,5,50000,Diesel,Manual,19.3,1248,73.9,5,1,525000
7197,Hyundai,Creta,5,50000,Diesel,Manual,19.67,1582,126.2,5,1,750000
7198,Hyundai,i10,6,40000,Petrol,Manual,19.81,1086,68.05,5,1,325000
7200,Renault,KWID,6,32000,Petrol,Manual,20.71,799,53.26,5,2,245000
7201,Honda,City,7,100000,Petrol,Manual,17.4,1497,117.3,5,2,600000
7202,Datsun,GO,4,44000,Petrol,Manual,19.02,1198,67.05,5,2,255000
7203,Hyundai,Creta,6,64907,Diesel,Manual,19.67,1582,126.2,5,1,800000
7204,Honda,City,6,66983,Petrol,Manual,17.4,1497,117.3,5,2,550000
7205,Ford,Figo,10,38256,Petrol,Manual,15.6,1196,70.0,5,2,220000
7208,Renault,KWID,2,5000,Petrol,Manual,25.17,799,53.3,5,2,375000
7209,Hyundai,Verna,4,23228,Petrol,Manual,17.43,1396,105.5,5,1,625000
7210,Maruti,Alto,10,16300,Petrol,Manual,19.7,796,46.3,5,1,168000
7211,Skoda,Rapid,4,50000,Diesel,Manual,21.13,1498,108.6,5,2,850000
7212,Maruti,Wagon R,6,7830,Petrol,Manual,20.51,998,67.04,5,1,354000
7213,Mahindra,Marazzo,2,18000,Diesel,Manual,17.3,1497,121.0,7,2,1025000
7215,Maruti,Swift Dzire,2,10000,Diesel,Manual,28.4,1248,74.02,5,3,755000
7216,Honda,City,11,50000,Petrol,Automatic,16.8,1497,118.0,5,1,310000
7217,Hyundai,i20,5,65000,Petrol,Manual,17.19,1197,81.86,5,3,545000
7220,Maruti,Alto,5,60000,Petrol,Manual,23.95,998,67.05,5,1,270000
7221,Honda,City,6,35000,Petrol,Manual,17.8,1497,117.3,5,1,570000
7222,Maruti,Wagon R,14,53000,Petrol,Manual,18.9,1061,67.0,5,2,121000
7223,Hyundai,i20,8,33135,Petrol,Manual,18.5,1197,80.0,5,3,325000
7224,Maruti,Eeco,11,7000,Petrol,Manual,15.37,1196,73.0,7,2,230000
7225,Maruti,Alto,13,110000,Petrol,Manual,19.7,796,46.3,5,3,85000
7226,Honda,City,5,55555,Petrol,Manual,17.0,1497,118.0,5,3,590000
7227,Hyundai,Grand,3,48000,Diesel,Manual,24.0,1186,73.97,5,1,625000
7228,Maruti,Alto,2,15000,Petrol,Manual,24.7,796,47.3,5,1,310000
7229,Maruti,Alto,11,29000,Petrol,Manual,19.7,796,46.3,5,1,150000
7230,Hyundai,Grand,6,42715,Petrol,Manual,18.9,1197,82.0,5,3,410000
7231,Maruti,Ciaz,4,67238,Diesel,Manual,28.09,1248,88.5,5,2,675000
7232,Hyundai,i20,5,100000,Diesel,Manual,22.54,1396,88.73,5,1,550000
7233,Mahindra,KUV,4,35000,Petrol,Manual,18.15,1198,82.0,6,1,450000
7234,Ford,Ecosport,7,65238,Diesel,Manual,22.7,1498,89.84,5,1,600000
7235,Maruti,Ciaz,5,37000,Petrol,Automatic,19.12,1373,91.1,5,2,550000
7236,Hyundai,i20,6,25000,Diesel,Manual,22.54,1396,88.73,5,1,525000
7237,Renault,KWID,4,17000,Petrol,Manual,25.17,799,53.3,5,2,300000
7238,Ford,Figo,9,115000,Diesel,Manual,20.0,1399,68.0,5,1,350000
7239,Maruti,Swift Dzire,5,35000,Diesel,Manual,26.59,1248,74.0,5,2,600000
7241,Hyundai,i20,6,60000,Petrol,Manual,18.6,1197,81.83,5,1,500000
7242,Hyundai,i20,9,74357,Petrol,Manual,17.0,1197,80.0,5,2,470000
7243,Hyundai,i20,3,25000,Petrol,Manual,17.19,1197,81.86,5,2,600000
7244,Mahindra,KUV,5,65000,Diesel,Manual,25.32,1198,77.0,6,1,345000
7245,Maruti,Swift,4,100000,Diesel,Manual,28.4,1248,74.0,5,1,580000
7246,Volkswagen,Polo,8,23000,Petrol,Manual,16.47,1198,73.9,5,1,350000
7247,Tata,Nexon,3,47000,Diesel,Manual,21.5,1497,108.5,5,2,680000
7248,Hyundai,Verna,5,27000,Petrol,Manual,17.43,1396,105.5,5,1,550000
7249,Ford,Ecosport,3,18000,Diesel,Manual,23.0,1498,98.96,5,1,1050000
7250,Tata,Nexon,1,5000,Petrol,Manual,17.0,1198,108.5,5,1,750000
7251,Ford,Ecosport,7,54000,Diesel,Manual,22.7,1498,89.84,5,1,520000
7252,Renault,Duster,4,51430,Diesel,Manual,19.87,1461,83.8,5,2,625000
7253,Honda,WR-V,4,36000,Petrol,Manual,17.5,1199,88.7,5,1,625000
7254,Hyundai,i20,5,60000,Petrol,Manual,18.6,1197,81.83,5,1,515000
7255,Hyundai,i10,9,35000,Petrol,Manual,20.36,1197,78.9,5,1,245000
7256,Honda,City,2,9000,Petrol,Automatic,18.0,1497,117.6,5,2,1150000
7258,Hyundai,Grand,1,3800,Petrol,Manual,20.7,1197,81.86,5,1,600000
7259,Maruti,Wagon R,4,40000,CNG,Manual,26.6,998,58.16,5,1,330000
7260,Renault,KWID,4,20914,Petrol,Manual,23.01,999,67.0,5,1,340000
7261,Maruti,Wagon R,3,45455,Petrol,Manual,18.9,998,67.1,5,1,425000
7262,Honda,Amaze,3,70000,Petrol,Automatic,18.1,1199,88.7,5,1,620000
7263,Maruti,Ignis,3,20000,Petrol,Manual,20.89,1197,81.8,5,1,570000
7264,Maruti,Alto,14,46000,Petrol,Manual,19.7,796,46.3,5,1,110000
7265,Honda,City,8,15000,Petrol,Manual,16.8,1497,116.3,5,3,470000
7266,Hyundai,i20,5,20000,Petrol,Manual,17.19,1197,81.86,5,2,540000
7267,Hyundai,Venue,2,28600,Diesel,Manual,23.7,1396,88.7,5,1,1050000
7270,Maruti,Ciaz,2,30000,Petrol,Automatic,20.28,1462,103.25,5,1,960000
7271,Maruti,Wagon R,6,90000,Petrol,Manual,20.51,998,67.04,5,1,400000
7272,Maruti,Swift Dzire,2,15000,Diesel,Manual,28.4,1248,74.02,5,2,757000
7273,Hyundai,i10,5,30000,Petrol,Manual,19.81,1086,68.05,5,1,325000
7274,Honda,City,6,45000,Diesel,Manual,25.1,1498,98.6,5,1,575000
7275,Tata,Tiago,4,50000,Petrol,Manual,23.84,1199,84.0,5,2,400000
7276,Datsun,RediGO,5,13000,Petrol,Manual,22.7,799,53.64,5,1,285000
7277,Volkswagen,Polo,6,40346,Petrol,Manual,16.47,1198,74.0,5,1,400000
7278,Skoda,Superb,6,40000,Petrol,Manual,13.1,1798,157.75,5,2,895000
7279,Ford,Ecosport,2,18500,Petrol,Manual,17.0,1497,121.31,5,2,950000
7280,Maruti,Ciaz,5,18000,Petrol,Manual,20.73,1373,91.1,5,1,525000
7281,Maruti,Swift,10,70000,Petrol,Manual,16.1,1197,85.0,5,1,240000
7282,Hyundai,i20,5,62000,Petrol,Manual,18.6,1197,81.83,5,2,500000
7284,Hyundai,Grand,4,18000,Petrol,Manual,18.9,1197,81.86,5,2,460000
7285,Maruti,Wagon R,5,63554,Petrol,Manual,20.51,998,67.04,5,1,350000
7286,Hyundai,i10,14,55756,Petrol,Manual,19.81,1086,68.05,5,1,200000
7287,Tata,Tiago,2,21860,Petrol,Manual,23.84,1199,84.48,5,3,425000
7288,Tata,Tiago,3,20000,Petrol,Manual,23.84,1199,84.0,5,1,440000
7289,Maruti,Swift Dzire,3,40000,Diesel,Manual,28.4,1248,74.02,5,1,740000
7291,Hyundai,i20,10,17728,Petrol,Manual,18.5,1197,80.0,5,2,215000
7292,Maruti,Swift,7,60000,Diesel,Manual,28.4,1248,74.0,5,2,475000
7293,Ford,Figo,10,54263,Diesel,Manual,20.0,1399,68.0,5,2,225000
7295,Hyundai,Santro,13,89346,Petrol,Manual,17.92,1086,63.0,5,2,100000
7296,Maruti,Vitara,2,40000,Diesel,Manual,24.3,1248,88.5,5,3,900000
7297,Maruti,Swift,5,110000,Diesel,Manual,25.2,1248,74.0,5,1,500000
7298,Tata,Nexon,3,4200,Petrol,Manual,17.0,1198,108.5,5,1,755000
7299,Maruti,Alto,6,40000,Petrol,Manual,23.95,998,67.05,5,1,325000
7300,Maruti,Wagon R,3,30000,Petrol,Manual,20.51,998,67.04,5,2,425000
7302,Tata,Safari,14,80000,Petrol,Manual,12.0,2092,127.0,7,1,70000
7303,Hyundai,i20,8,36000,Petrol,Manual,18.5,1197,82.9,5,3,324000
7304,Maruti,Alto,10,29000,Petrol,Manual,19.7,796,46.3,5,2,180000
7305,Maruti,Swift,4,90000,Petrol,Manual,22.0,1197,81.8,5,2,450000
7308,Hyundai,Elantra,3,32000,Petrol,Automatic,14.62,1999,149.92,5,2,1199000
7309,Maruti,Alto,3,20000,Petrol,Manual,24.7,796,47.3,5,1,322000
7310,Maruti,Vitara,3,64000,Diesel,Manual,24.3,1248,88.5,5,1,790000
7311,Mahindra,KUV,5,36000,Petrol,Manual,18.15,1198,82.0,5,1,400000
7313,Maruti,Baleno,3,25000,Petrol,Manual,21.4,1197,83.1,5,1,700000
7314,Mahindra,XUV300,2,11840,Petrol,Manual,17.0,1197,110.0,5,1,1190000
7315,Honda,WR-V,1,5000,Petrol,Manual,17.5,1199,88.7,5,1,925000
7317,Maruti,Alto,8,38600,Petrol,Manual,20.92,998,67.1,5,2,229000
7318,Hyundai,Creta,5,20234,Petrol,Manual,15.8,1591,121.3,5,2,925000
7319,Mahindra,Scorpio,6,80000,Diesel,Manual,15.4,1997,120.0,7,1,900000
7320,Hyundai,Creta,6,85000,Diesel,Manual,19.67,1582,126.2,5,2,860000
7321,Maruti,Wagon R,11,20000,Petrol,Manual,18.9,998,67.1,5,2,350000
7322,Maruti,Swift Dzire,6,100000,Diesel,Manual,26.59,1248,74.0,5,3,500000
7324,Maruti,Swift Dzire,6,26000,Petrol,Manual,20.85,1197,83.14,5,2,475000
